Rank,Player,Deck,Wins,Losses,Card,Count,Main/Side
34,PTarts2win,Gruul Adventures,6,3,Fire Prophecy,2,Main
34,PTarts2win,Gruul Adventures,6,3,Fire Prophecy,2,Sideboard
34,PTarts2win,Gruul Adventures,6,3,Soul Sear,2,Sideboard
34,PTarts2win,Gruul Adventures,6,3,"Klothys, God of Destiny",3,Sideboard
34,PTarts2win,Gruul Adventures,6,3,The Akroan War,2,Sideboard
34,PTarts2win,Gruul Adventures,6,3,Ox of Agonas,2,Sideboard
34,PTarts2win,Gruul Adventures,6,3,"Vivien, Monsters' Advocate",2,Sideboard
34,PTarts2win,Gruul Adventures,6,3,Wilt,2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Edgewall Innkeeper,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Forest,7,Main
35,Alberto Canetti,Gruul Adventures,6,3,Mountain,5,Main
35,Alberto Canetti,Gruul Adventures,6,3,Scavenging Ooze,2,Main
35,Alberto Canetti,Gruul Adventures,6,3,Brushfire Elemental,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Shatterskull Smashing,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Bonecrusher Giant,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Lovestruck Beast,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Kazandu Mammoth,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Questing Beast,3,Main
35,Alberto Canetti,Gruul Adventures,6,3,Embercleave,3,Main
35,Alberto Canetti,Gruul Adventures,6,3,Cragcrown Pathway,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,Fabled Passage,4,Main
35,Alberto Canetti,Gruul Adventures,6,3,The Great Henge,2,Main
35,Alberto Canetti,Gruul Adventures,6,3,Arni Brokenbrow,2,Main
35,Alberto Canetti,Gruul Adventures,6,3,Fire Prophecy,2,Main
35,Alberto Canetti,Gruul Adventures,6,3,The Akroan War,2,Main
35,Alberto Canetti,Gruul Adventures,6,3,Wilt,2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Soul Sear,3,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Ox of Agonas,2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,"Garruk, Unleashed",2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Phoenix of Ash,2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Redcap Melee,2,Sideboard
35,Alberto Canetti,Gruul Adventures,6,3,Fire Prophecy,2,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Zagoth Triome,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Island,3,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Swamp,3,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Forest,3,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Jwari Disruption,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Darkbore Pathway,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Barkchannel Pathway,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Clearwater Pathway,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Fabled Passage,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Shark Typhoon,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Omen of the Sea,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Binding the Old Gods,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Shadows' Verdict,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Heartless Act,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Cultivate,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Alrund's Epiphany,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Eliminate,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Elder Gargaroth,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Extinction Event,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Emergent Ultimatum,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Disdainful Stroke,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Sea Gate Restoration,2,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Kiora Bests the Sea God,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Negate,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Mazemind Tome,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Wolfwillow Haven,4,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Ketria Triome,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Blightstep Pathway,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Cragcrown Pathway,1,Main
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,"Yorion, Sky Nomad",1,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Mystical Dispute,3,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Negate,1,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Duress,2,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Crippling Fear,1,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,"Polukranos, Unchained",2,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Glimpse of Freedom,2,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,Shadows' Verdict,1,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,"Valki, God of Lies",1,Sideboard
36,Koutarou Ishibashi,Sultai Ultimatum,6,3,"Koma, Cosmos Serpent",1,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,Blightstep Pathway,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Bonecrusher Giant,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Cragcrown Pathway,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Claim the Firstborn,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Fabled Passage,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Immersturm Predator,3,Main
37,Darío Fernández,Jund Sacrifice,6,3,"Kroxa, Titan of Death's Hunger",2,Main
37,Darío Fernández,Jund Sacrifice,6,3,Mountain,2,Main
37,Darío Fernández,Jund Sacrifice,6,3,Swamp,3,Main
37,Darío Fernández,Jund Sacrifice,6,3,Forest,1,Main
37,Darío Fernández,Jund Sacrifice,6,3,The Akroan War,3,Main
37,Darío Fernández,Jund Sacrifice,6,3,Temple of Malice,2,Main
37,Darío Fernández,Jund Sacrifice,6,3,"Valki, God of Lies",3,Main
37,Darío Fernández,Jund Sacrifice,6,3,Village Rites,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Woe Strider,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Skyclave Shade,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Kazuul's Fury,2,Main
37,Darío Fernández,Jund Sacrifice,6,3,"Korvold, Fae-Cursed King",3,Main
37,Darío Fernández,Jund Sacrifice,6,3,Darkbore Pathway,4,Main
37,Darío Fernández,Jund Sacrifice,6,3,Duress,3,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,Elspeth's Nightmare,2,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,Heartless Act,2,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,Ox of Agonas,2,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,"Klothys, God of Destiny",2,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,"Toski, Bearer of Secrets",1,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,Masked Vandal,1,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,"Jegantha, the Wellspring",1,Sideboard
37,Darío Fernández,Jund Sacrifice,6,3,The Akroan War,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Omen of the Sea,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,"Valki, God of Lies",1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Heartless Act,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Cultivate,3,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Binding the Old Gods,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Eliminate,1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Emergent Ultimatum,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Erebos's Intervention,1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Alrund's Epiphany,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Kiora Bests the Sea God,1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Extinction Event,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Zagoth Triome,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Ketria Triome,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Barkchannel Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Darkbore Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Clearwater Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Sea Gate Restoration,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Forest,3,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Swamp,3,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Jwari Disruption,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Fabled Passage,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Mazemind Tome,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Island,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Elspeth's Nightmare,3,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Omen of the Hunt,1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Shark Typhoon,1,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Shadows' Verdict,2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,"Yorion, Sky Nomad",2,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,Wolfwillow Haven,4,Main
38,yoshiro mikami,Sultai Ultimatum,6,3,"Yorion, Sky Nomad",1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,"Polukranos, Unchained",1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Glimpse of Freedom,2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Negate,2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Agonizing Remorse,3,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Eliminate,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,"Koma, Cosmos Serpent",2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Shadows' Verdict,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Elder Gargaroth,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6,3,Disdainful Stroke,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,Bonecrusher Giant,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Brushfire Elemental,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Cragcrown Pathway,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Edgewall Innkeeper,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Embercleave,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Fabled Passage,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Fire Prophecy,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Snow-Covered Mountain,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Arni Brokenbrow,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Kazandu Mammoth,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Lovestruck Beast,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Snow-Covered Forest,8,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Questing Beast,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Scavenging Ooze,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Shatterskull Smashing,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,The Akroan War,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,The Great Henge,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6,3,Scorching Dragonfire,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,"Klothys, God of Destiny",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,Ox of Agonas,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,Soul Sear,3,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,"Garruk, Unleashed",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,"Vivien, Monsters' Advocate",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,Wilt,2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6,3,Frost Bite,2,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,Barkchannel Pathway,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Brazen Borrower,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Riverglide Pathway,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Bonecrusher Giant,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Fabled Passage,2,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Edgewall Innkeeper,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Goldspan Dragon,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Island,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Forest,3,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Terror of the Peaks,3,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Ketria Triome,2,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Cultivate,3,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Cragcrown Pathway,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Genesis Ultimatum,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,The Great Henge,2,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Lovestruck Beast,4,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Beanstalk Giant,3,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Mountain,2,Main
40,James Diamond,Temur Adventures (Obosh),6,3,Mystical Dispute,3,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,"Klothys, God of Destiny",2,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,Chainweb Aracnir,2,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,Soul Sear,2,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,"Obosh, the Preypiercer",1,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,Ox of Agonas,1,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,"Koma, Cosmos Serpent",2,Sideboard
40,James Diamond,Temur Adventures (Obosh),6,3,Miscast,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Blightstep Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Bonecrusher Giant,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Claim the Firstborn,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Fabled Passage,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Immersturm Predator,3,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,"Kroxa, Titan of Death's Hunger",2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Mountain,2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Island,1,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,The Akroan War,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Riverglide Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Miscast,1,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Village Rites,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Swamp,3,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Woe Strider,3,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Mire Triton,3,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Kazuul's Fury,1,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Temple of Deceit,2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,"Thassa, Deep-Dwelling",2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Clearwater Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Heartless Act,2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Bloodchief's Thirst,2,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,"Valki, God of Lies",1,Main
41,Francesco Saverio Caminada,Grixis Control,6,3,Duress,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Skyclave Shade,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Ox of Agonas,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Negate,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Mystical Dispute,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,"Jegantha, the Wellspring",1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Roiling Vortex,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,"Kroxa, Titan of Death's Hunger",1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Disdainful Stroke,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Soul-Guide Lantern,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Agonizing Remorse,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6,3,Miscast,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Forest,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Swamp,3,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Island,3,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Negate,2,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Cultivate,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Temple of Mystery,1,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Mystical Dispute,3,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Fabled Passage,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Omen of the Sea,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Wolfwillow Haven,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Kiora Bests the Sea God,1,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Heartless Act,3,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Emergent Ultimatum,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Zagoth Triome,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Ketria Triome,1,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Clearwater Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Sea Gate Restoration,2,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Jwari Disruption,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Shadows' Verdict,3,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Barkchannel Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Blightstep Pathway,1,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Darkbore Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Binding the Old Gods,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,"Vorinclex, Monstrous Raider",1,Main
42,Luca Moretti,Sultai Ultimatum,6,3,"Valki, God of Lies",2,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Alrund's Epiphany,2,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Behold the Multiverse,4,Main
42,Luca Moretti,Sultai Ultimatum,6,3,Duress,3,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Negate,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Mystical Dispute,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Cling to Dust,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,"Polukranos, Unchained",2,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Heartless Act,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,"Yorion, Sky Nomad",1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Eliminate,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Mazemind Tome,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Shadows' Verdict,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,"Koma, Cosmos Serpent",1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6,3,Crippling Fear,1,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Drannith Stinger,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Flourishing Fox,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Drannith Healer,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Valiant Rescuer,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Boon of the Wish-Giver,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Go for Blood,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Memory Leak,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Frostveil Ambush,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Startling Development,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Zenith Flare,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Improbable Alliance,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Brightclimb Pathway,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Raugrin Triome,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Needleverge Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Blightstep Pathway,1,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Clearwater Pathway,1,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Hengegate Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Riverglide Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Shredded Sails,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Irencrag Pyromancer,4,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Redcap Melee,2,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Disdainful Stroke,3,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Lurrus of the Dream-Den,1,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Mystical Dispute,3,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6,3,Soul-Guide Lantern,2,Sideboard
44,Philip Mahr,Grixis Control,6,3,"Valki, God of Lies",3,Main
44,Philip Mahr,Grixis Control,6,3,Swamp,1,Main
44,Philip Mahr,Grixis Control,6,3,Bonecrusher Giant,4,Main
44,Philip Mahr,Grixis Control,6,3,Brazen Borrower,4,Main
44,Philip Mahr,Grixis Control,6,3,Mountain,2,Main
44,Philip Mahr,Grixis Control,6,3,Goldspan Dragon,4,Main
44,Philip Mahr,Grixis Control,6,3,Eliminate,2,Main
44,Philip Mahr,Grixis Control,6,3,Heartless Act,4,Main
44,Philip Mahr,Grixis Control,6,3,Saw It Coming,2,Main
44,Philip Mahr,Grixis Control,6,3,Behold the Multiverse,2,Main
44,Philip Mahr,Grixis Control,6,3,Shark Typhoon,3,Main
44,Philip Mahr,Grixis Control,6,3,Clearwater Pathway,4,Main
44,Philip Mahr,Grixis Control,6,3,Riverglide Pathway,4,Main
44,Philip Mahr,Grixis Control,6,3,Blightstep Pathway,4,Main
44,Philip Mahr,Grixis Control,6,3,Temple of Deceit,4,Main
44,Philip Mahr,Grixis Control,6,3,Temple of Epiphany,4,Main
44,Philip Mahr,Grixis Control,6,3,Shatterskull Smashing,1,Main
44,Philip Mahr,Grixis Control,6,3,Fae of Wishes,4,Main
44,Philip Mahr,Grixis Control,6,3,Negate,2,Main
44,Philip Mahr,Grixis Control,6,3,Island,2,Main
44,Philip Mahr,Grixis Control,6,3,Eliminate,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Disdainful Stroke,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Mystical Dispute,3,Sideboard
44,Philip Mahr,Grixis Control,6,3,Extinction Event,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Shadows' Verdict,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Duress,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,"Ugin, the Spirit Dragon",1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Shark Typhoon,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,"Ashiok, Nightmare Muse",1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Negate,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Soul Shatter,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Redcap Melee,1,Sideboard
44,Philip Mahr,Grixis Control,6,3,Shredded Sails,1,Sideboard
45,Ruby Polanco,Rakdos Midrange,6,3,Scourge of the Skyclaves,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Swamp,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Mountain,4,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Fling,2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Kazuul's Fury,2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Bonecrusher Giant,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,"Kroxa, Titan of Death's Hunger",3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Woe Strider,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Claim the Firstborn,4,Main
45,Ruby Polanco,Rakdos Midrange,6,3,The Akroan War,2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Agadeem's Awakening,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Shatterskull Smashing,4,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Blightstep Pathway,4,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Castle Locthwain,1,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Fabled Passage,4,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Village Rites,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Goldspan Dragon,2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Immersturm Predator,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Magmatic Channeler,3,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Heartless Act,2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,"Rankle, Master of Pranks",2,Main
45,Ruby Polanco,Rakdos Midrange,6,3,Skyclave Shade,3,Sideboard
45,Ruby Polanco,Rakdos Midrange,6,3,Duress,3,Sideboard
45,Ruby Polanco,Rakdos Midrange,6,3,The Akroan War,2,Sideboard
