Rank,Player,Deck,Wins,Losses,Card,Count,Main/Side
218,Mojo,Four-color Cycling,1,2,Blightstep Pathway,1,Main
218,Mojo,Four-color Cycling,1,2,Clearwater Pathway,1,Main
218,Mojo,Four-color Cycling,1,2,Hengegate Pathway,4,Main
218,Mojo,Four-color Cycling,1,2,Riverglide Pathway,4,Main
218,Mojo,Four-color Cycling,1,2,Shatter the Sky,2,Sideboard
218,Mojo,Four-color Cycling,1,2,Roiling Vortex,2,Sideboard
218,Mojo,Four-color Cycling,1,2,Redcap Melee,3,Sideboard
218,Mojo,Four-color Cycling,1,2,Shredded Sails,3,Sideboard
218,Mojo,Four-color Cycling,1,2,Lurrus of the Dream-Den,1,Sideboard
218,Mojo,Four-color Cycling,1,2,Negate,2,Sideboard
218,Mojo,Four-color Cycling,1,2,Mystical Dispute,2,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,"Anax, Hardened in the Forge",4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Bonecrusher Giant,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Embercleave,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Fervent Champion,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Rimrock Knight,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Robber of the Rich,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,"Torbran, Thane of Red Fell",3,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Castle Embereth,1,Main
219,Jacob Ray,Mono-Red Aggro,1,2, Snow-Covered Mountain,19,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Faceless Haven,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Frost Bite,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Fireblade Charger,4,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Goldspan Dragon,1,Main
219,Jacob Ray,Mono-Red Aggro,1,2,Soul Sear,2,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,Roiling Vortex,4,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,Ox of Agonas,2,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,Shredded Sails,2,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,Redcap Melee,3,Sideboard
219,Jacob Ray,Mono-Red Aggro,1,2,Scorching Dragonfire,2,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Skyclave Apparition,3,Main
220,thales augusto,Esper Doom Foretold,1,2,Archon of Sun's Grace,3,Main
220,thales augusto,Esper Doom Foretold,1,2,Temple of Deceit,3,Main
220,thales augusto,Esper Doom Foretold,1,2,Treacherous Blessing,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Brightclimb Pathway,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Negate,2,Main
220,thales augusto,Esper Doom Foretold,1,2,"Yorion, Sky Nomad",2,Main
220,thales augusto,Esper Doom Foretold,1,2,Hengegate Pathway,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Fabled Passage,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Heartless Act,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Glass Casket,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Extinction Event,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Emeria's Call,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Island,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Elspeth Conquers Death,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Doom Foretold,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Dance of the Manse,1,Main
220,thales augusto,Esper Doom Foretold,1,2,Swamp,3,Main
220,thales augusto,Esper Doom Foretold,1,2,Omen of the Sun,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Clearwater Pathway,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Temple of Silence,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Elspeth's Nightmare,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Omen of the Sea,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Shark Typhoon,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Plains,4,Main
220,thales augusto,Esper Doom Foretold,1,2,Jwari Disruption,2,Main
220,thales augusto,Esper Doom Foretold,1,2,Soul Shatter,1,Main
220,thales augusto,Esper Doom Foretold,1,2,"Yorion, Sky Nomad",1,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Cling to Dust,2,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Mystical Dispute,4,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Disdainful Stroke,2,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Negate,1,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Shadows' Verdict,2,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Shark Typhoon,2,Sideboard
220,thales augusto,Esper Doom Foretold,1,2,Eliminate,1,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Boon of the Wish-Giver,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Brightclimb Pathway,3,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Clearwater Pathway,2,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Drannith Stinger,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Flourishing Fox,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Footfall Crater,3,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Frostveil Ambush,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Go for Blood,3,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Hengegate Pathway,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Improbable Alliance,3,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Memory Leak,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Needleverge Pathway,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Raugrin Triome,2,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Riverglide Pathway,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Shredded Sails,1,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Startling Development,3,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Valiant Rescuer,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Zenith Flare,4,Main
221,Patrizio Ghirga,Four-color Cycling,1,2,Disdainful Stroke,2,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Doomskar,2,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Glass Casket,1,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Lurrus of the Dream-Den,1,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Mystical Dispute,2,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Negate,2,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Redcap Melee,2,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Shredded Sails,1,Sideboard
221,Patrizio Ghirga,Four-color Cycling,1,2,Soul-Guide Lantern,2,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Barkchannel Pathway,4,Main
222,Andreas Hamann,Sultai Control,1,2,Binding the Old Gods,4,Main
222,Andreas Hamann,Sultai Control,1,2,Bloodchief's Thirst,1,Main
222,Andreas Hamann,Sultai Control,1,2,Clearwater Pathway,4,Main
222,Andreas Hamann,Sultai Control,1,2,"Cosima, God of the Voyage",3,Main
222,Andreas Hamann,Sultai Control,1,2,Crawling Barrens,2,Main
222,Andreas Hamann,Sultai Control,1,2,Darkbore Pathway,4,Main
222,Andreas Hamann,Sultai Control,1,2,Eliminate,2,Main
222,Andreas Hamann,Sultai Control,1,2,Elspeth's Nightmare,3,Main
222,Andreas Hamann,Sultai Control,1,2,Extinction Event,2,Main
222,Andreas Hamann,Sultai Control,1,2,Fabled Passage,4,Main
222,Andreas Hamann,Sultai Control,1,2,Heartless Act,4,Main
222,Andreas Hamann,Sultai Control,1,2,Swamp,3,Main
222,Andreas Hamann,Sultai Control,1,2,Jwari Disruption,4,Main
222,Andreas Hamann,Sultai Control,1,2,Lochmere Serpent,2,Main
222,Andreas Hamann,Sultai Control,1,2,Mazemind Tome,3,Main
222,Andreas Hamann,Sultai Control,1,2,Negate,2,Main
222,Andreas Hamann,Sultai Control,1,2,Omen of the Sea,4,Main
222,Andreas Hamann,Sultai Control,1,2,Saw It Coming,2,Main
222,Andreas Hamann,Sultai Control,1,2,Shadows' Verdict,2,Main
222,Andreas Hamann,Sultai Control,1,2,Forest,1,Main
222,Andreas Hamann,Sultai Control,1,2,Temple of Deceit,2,Main
222,Andreas Hamann,Sultai Control,1,2,"Ugin, the Spirit Dragon",1,Main
222,Andreas Hamann,Sultai Control,1,2,Zagoth Triome,4,Main
222,Andreas Hamann,Sultai Control,1,2,"Koma, Cosmos Serpent",2,Main
222,Andreas Hamann,Sultai Control,1,2,"Valki, God of Lies",2,Main
222,Andreas Hamann,Sultai Control,1,2,Ketria Triome,2,Main
222,Andreas Hamann,Sultai Control,1,2,Island,2,Main
222,Andreas Hamann,Sultai Control,1,2,Mystical Dispute,1,Main
222,Andreas Hamann,Sultai Control,1,2,Essence Scatter,1,Main
222,Andreas Hamann,Sultai Control,1,2,"Polukranos, Unchained",1,Main
222,Andreas Hamann,Sultai Control,1,2,Disdainful Stroke,1,Main
222,Andreas Hamann,Sultai Control,1,2,Cling to Dust,1,Main
222,Andreas Hamann,Sultai Control,1,2,Skyclave Shade,3,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Negate,1,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Shark Typhoon,2,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Cling to Dust,1,Sideboard
222,Andreas Hamann,Sultai Control,1,2,"Yorion, Sky Nomad",1,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Disdainful Stroke,1,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Eliminate,1,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Elder Gargaroth,2,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Duress,2,Sideboard
222,Andreas Hamann,Sultai Control,1,2,Soul Shatter,1,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,Giant Killer,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Plains,6,Main
223,Joe Ambrosio,Boros Aggro,1,2,Shepherd of the Flock,2,Main
223,Joe Ambrosio,Boros Aggro,1,2,Seasoned Hallowblade,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Selfless Savior,3,Main
223,Joe Ambrosio,Boros Aggro,1,2,Skyclave Apparition,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Luminarch Aspirant,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Usher of the Fallen,3,Main
223,Joe Ambrosio,Boros Aggro,1,2,Maul of the Skyclaves,3,Main
223,Joe Ambrosio,Boros Aggro,1,2,Shatterskull Smashing,2,Main
223,Joe Ambrosio,Boros Aggro,1,2,Mountain,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Emeria's Call,3,Main
223,Joe Ambrosio,Boros Aggro,1,2,Fabled Passage,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Temple of Triumph,2,Main
223,Joe Ambrosio,Boros Aggro,1,2,Needleverge Pathway,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Showdown of the Skalds,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Bonecrusher Giant,4,Main
223,Joe Ambrosio,Boros Aggro,1,2,Ox of Agonas,2,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,Roiling Vortex,2,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,Glass Casket,3,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,Soul-Guide Lantern,2,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,Funeral Longboat,2,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,"Reidane, God of the Worthy",2,Sideboard
223,Joe Ambrosio,Boros Aggro,1,2,The Akroan War,2,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Blightstep Pathway,4,Main
224,Fillipa Carola,Grixis Control,1,2,Bonecrusher Giant,4,Main
224,Fillipa Carola,Grixis Control,1,2,Claim the Firstborn,4,Main
224,Fillipa Carola,Grixis Control,1,2,Fabled Passage,4,Main
224,Fillipa Carola,Grixis Control,1,2,Immersturm Predator,3,Main
224,Fillipa Carola,Grixis Control,1,2,"Kroxa, Titan of Death's Hunger",2,Main
224,Fillipa Carola,Grixis Control,1,2,Mountain,2,Main
224,Fillipa Carola,Grixis Control,1,2,Island,1,Main
224,Fillipa Carola,Grixis Control,1,2,The Akroan War,3,Main
224,Fillipa Carola,Grixis Control,1,2,Riverglide Pathway,4,Main
224,Fillipa Carola,Grixis Control,1,2,"Valki, God of Lies",2,Main
224,Fillipa Carola,Grixis Control,1,2,Village Rites,4,Main
224,Fillipa Carola,Grixis Control,1,2,Swamp,3,Main
224,Fillipa Carola,Grixis Control,1,2,Woe Strider,4,Main
224,Fillipa Carola,Grixis Control,1,2,Mire Triton,3,Main
224,Fillipa Carola,Grixis Control,1,2,Kazuul's Fury,2,Main
224,Fillipa Carola,Grixis Control,1,2,Temple of Deceit,2,Main
224,Fillipa Carola,Grixis Control,1,2,"Thassa, Deep-Dwelling",2,Main
224,Fillipa Carola,Grixis Control,1,2,Clearwater Pathway,4,Main
224,Fillipa Carola,Grixis Control,1,2,Skyclave Shade,2,Main
224,Fillipa Carola,Grixis Control,1,2,Disdainful Stroke,1,Main
224,Fillipa Carola,Grixis Control,1,2,Duress,4,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Skyclave Shade,1,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Ox of Agonas,2,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Negate,3,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Mystical Dispute,3,Sideboard
224,Fillipa Carola,Grixis Control,1,2,"Jegantha, the Wellspring",1,Sideboard
224,Fillipa Carola,Grixis Control,1,2,Roiling Vortex,1,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Fervent Champion,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Castle Embereth,2,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Frost Bite,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2, Snow-Covered Mountain,17,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Rimrock Knight,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Bonecrusher Giant,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,"Torbran, Thane of Red Fell",3,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Embercleave,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Fireblade Charger,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Robber of the Rich,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,"Anax, Hardened in the Forge",4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Faceless Haven,4,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Shatterskull Smashing,1,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Phoenix of Ash,1,Main
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Redcap Melee,3,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Roiling Vortex,2,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Scorching Dragonfire,2,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,The Akroan War,2,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Ox of Agonas,3,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Phoenix of Ash,2,Sideboard
225,Anders Gotfredsen,Mono-Red Aggro,1,2,Embereth Paladin,1,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Edgewall Innkeeper,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Mountain,2,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Bonecrusher Giant,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Forest,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Lovestruck Beast,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Brushfire Elemental,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Scavenging Ooze,2,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Kazandu Mammoth,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Questing Beast,2,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Goldspan Dragon,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Shatterskull Smashing,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Embercleave,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,The Akroan War,2,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Riverglide Pathway,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Barkchannel Pathway,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Cragcrown Pathway,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,Fabled Passage,4,Main
226,Nikolas Gkilis,Gruul Adventures,1,2,"Klothys, God of Destiny",2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Ox of Agonas,2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Disdainful Stroke,2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Fire Prophecy,2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Negate,2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Wilt,1,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Soul Sear,2,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Island,1,Sideboard
226,Nikolas Gkilis,Gruul Adventures,1,2,Miscast,1,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,Branchloft Pathway,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Cragcrown Pathway,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Needleverge Pathway,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Fabled Passage,3,Main
227,Luis Alonso Calle,Naya Fury,1,2,Forest,1,Main
227,Luis Alonso Calle,Naya Fury,1,2,Mountain,2,Main
227,Luis Alonso Calle,Naya Fury,1,2,Plains,2,Main
227,Luis Alonso Calle,Naya Fury,1,2,Edgewall Innkeeper,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Giant Killer,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Sejiri Shelter,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Unleash Fury,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Kazuul's Fury,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Bonecrusher Giant,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Lovestruck Beast,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Showdown of the Skalds,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Shepherd of the Flock,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Goldspan Dragon,4,Main
227,Luis Alonso Calle,Naya Fury,1,2,Ox of Agonas,2,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,Roiling Vortex,3,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,Fire Prophecy,3,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,The Akroan War,2,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,Redcap Melee,2,Sideboard
227,Luis Alonso Calle,Naya Fury,1,2,Archon of Absolution,3,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,Jwari Disruption,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Omen of the Sea,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Eliminate,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Heartless Act,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,"Valki, God of Lies",2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Wolfwillow Haven,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Elspeth's Nightmare,3,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Cultivate,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Extinction Event,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Esika's Chariot,1,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Binding the Old Gods,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Shadows' Verdict,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Shark Typhoon,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,"Vorinclex, Monstrous Raider",1,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Alrund's Epiphany,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Kiora Bests the Sea God,1,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Sea Gate Restoration,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Emergent Ultimatum,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Island,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Swamp,3,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Forest,3,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Clearwater Pathway,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Darkbore Pathway,3,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Barkchannel Pathway,3,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Ketria Triome,2,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Zagoth Triome,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,The World Tree,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Fabled Passage,4,Main
228,Quadarius Steele,Sultai Ultimatum,1,2,Duress,3,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,Negate,3,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,Crippling Fear,2,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,"Polukranos, Unchained",1,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,Elder Gargaroth,2,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,"Koma, Cosmos Serpent",1,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,Shark Typhoon,2,Sideboard
228,Quadarius Steele,Sultai Ultimatum,1,2,"Yorion, Sky Nomad",1,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Bonecrusher Giant,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Claim the Firstborn,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Castle Locthwain,2,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Fabled Passage,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Mire Triton,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Tymaret Calls the Dead,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Woe Strider,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,The Akroan War,3,Main
229,TheGuapster,Rakdos Sacrifice,1,2,"Kroxa, Titan of Death's Hunger",3,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Temple of Malice,3,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Heartless Act,1,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Village Rites,3,Main
229,TheGuapster,Rakdos Sacrifice,1,2,"Valki, God of Lies",2,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Immersturm Predator,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Blightstep Pathway,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Mountain,4,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Swamp,7,Main
229,TheGuapster,Rakdos Sacrifice,1,2,Duress,3,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Embereth Shieldbreaker,2,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Cling to Dust,1,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Elspeth's Nightmare,2,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Ox of Agonas,2,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Heartless Act,1,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,Skyclave Shade,3,Sideboard
229,TheGuapster,Rakdos Sacrifice,1,2,"Valki, God of Lies",1,Sideboard
230,Cnic,Dimir Rogues,1,2,Merfolk Windrobber,3,Main
230,Cnic,Dimir Rogues,1,2,Soaring Thought-Thief,4,Main
230,Cnic,Dimir Rogues,1,2,Ruin Crab,4,Main
230,Cnic,Dimir Rogues,1,2,Thieves' Guild Enforcer,4,Main
230,Cnic,Dimir Rogues,1,2,Essence Scatter,1,Main
230,Cnic,Dimir Rogues,1,2,Didn't Say Please,1,Main
230,Cnic,Dimir Rogues,1,2,Heartless Act,2,Main
230,Cnic,Dimir Rogues,1,2,Drown in the Loch,4,Main
230,Cnic,Dimir Rogues,1,2,Into the Story,4,Main
230,Cnic,Dimir Rogues,1,2,Lullmage's Domination,3,Main
230,Cnic,Dimir Rogues,1,2,Of One Mind,3,Main
230,Cnic,Dimir Rogues,1,2,Agadeem's Awakening,3,Main
230,Cnic,Dimir Rogues,1,2,Zagoth Triome,2,Main
230,Cnic,Dimir Rogues,1,2,Swamp,3,Main
230,Cnic,Dimir Rogues,1,2,Clearwater Pathway,4,Main
230,Cnic,Dimir Rogues,1,2,Fabled Passage,4,Main
230,Cnic,Dimir Rogues,1,2,Temple of Deceit,4,Main
230,Cnic,Dimir Rogues,1,2,Island,5,Main
230,Cnic,Dimir Rogues,1,2,Bloodchief's Thirst,2,Main
230,Cnic,Dimir Rogues,1,2,Lurrus of the Dream-Den,1,Sideboard
230,Cnic,Dimir Rogues,1,2,Duress,1,Sideboard
230,Cnic,Dimir Rogues,1,2,Cling to Dust,2,Sideboard
230,Cnic,Dimir Rogues,1,2,Negate,2,Sideboard
230,Cnic,Dimir Rogues,1,2,Mystical Dispute,3,Sideboard
230,Cnic,Dimir Rogues,1,2,Skyclave Shade,4,Sideboard
230,Cnic,Dimir Rogues,1,2,Crippling Fear,2,Sideboard
231,Themis Gkyzis,Esper Doom Foretold,1,2,Archon of Sun's Grace,2,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Barkchannel Pathway,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Zagoth Triome,3,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,"Yorion, Sky Nomad",3,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Treacherous Blessing,2,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,The Raven's Warning,2,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Omen of the Sea,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Negate,2,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Indatha Triome,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Heartless Act,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Binding the Old Gods,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Golden Egg,2,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Extinction Event,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Doom Foretold,4,Main
231,Themis Gkyzis,Esper Doom Foretold,1,2,Branchloft Pathway,4,Main
