Rank,Player,Deck,Record,Card,Count,Main/Side
37,Darío Fernández,Jund Sacrifice,6/3/2000,Ox of Agonas,2,Sideboard
37,Darío Fernández,Jund Sacrifice,6/3/2000,"Klothys, God of Destiny",2,Sideboard
37,Darío Fernández,Jund Sacrifice,6/3/2000,"Toski, Bearer of Secrets",1,Sideboard
37,Darío Fernández,Jund Sacrifice,6/3/2000,Masked Vandal,1,Sideboard
37,Darío Fernández,Jund Sacrifice,6/3/2000,"Jegantha, the Wellspring",1,Sideboard
37,Darío Fernández,Jund Sacrifice,6/3/2000,The Akroan War,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Omen of the Sea,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,"Valki, God of Lies",1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Heartless Act,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Cultivate,3,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Binding the Old Gods,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Eliminate,1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Emergent Ultimatum,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Erebos's Intervention,1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Alrund's Epiphany,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Kiora Bests the Sea God,1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Extinction Event,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Zagoth Triome,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Ketria Triome,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Barkchannel Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Darkbore Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Clearwater Pathway,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Sea Gate Restoration,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Forest,3,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Swamp,3,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Jwari Disruption,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Fabled Passage,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Mazemind Tome,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Island,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Elspeth's Nightmare,3,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Omen of the Hunt,1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Shark Typhoon,1,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Shadows' Verdict,2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,"Yorion, Sky Nomad",2,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Wolfwillow Haven,4,Main
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,"Yorion, Sky Nomad",1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,"Polukranos, Unchained",1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Glimpse of Freedom,2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Negate,2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Agonizing Remorse,3,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Eliminate,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,"Koma, Cosmos Serpent",2,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Shadows' Verdict,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Elder Gargaroth,1,Sideboard
38,yoshiro mikami,Sultai Ultimatum,6/3/2000,Disdainful Stroke,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Bonecrusher Giant,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Brushfire Elemental,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Cragcrown Pathway,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Edgewall Innkeeper,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Embercleave,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Fabled Passage,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Fire Prophecy,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Snow-Covered Mountain,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Arni Brokenbrow,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Kazandu Mammoth,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Lovestruck Beast,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Snow-Covered Forest,8,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Questing Beast,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Scavenging Ooze,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Shatterskull Smashing,4,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,The Akroan War,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,The Great Henge,2,Main
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Scorching Dragonfire,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,"Klothys, God of Destiny",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Ox of Agonas,1,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Soul Sear,3,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,"Garruk, Unleashed",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,"Vivien, Monsters' Advocate",2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Wilt,2,Sideboard
39,Darwin Fuenzalida,Gruul Adventures,6/3/2000,Frost Bite,2,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,Barkchannel Pathway,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Brazen Borrower,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Riverglide Pathway,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Bonecrusher Giant,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Fabled Passage,2,Main
40,James Diamond,Temur Adventures,6/3/2000,Edgewall Innkeeper,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Goldspan Dragon,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Island,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Forest,3,Main
40,James Diamond,Temur Adventures,6/3/2000,Terror of the Peaks,3,Main
40,James Diamond,Temur Adventures,6/3/2000,Ketria Triome,2,Main
40,James Diamond,Temur Adventures,6/3/2000,Cultivate,3,Main
40,James Diamond,Temur Adventures,6/3/2000,Cragcrown Pathway,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Genesis Ultimatum,4,Main
40,James Diamond,Temur Adventures,6/3/2000,The Great Henge,2,Main
40,James Diamond,Temur Adventures,6/3/2000,Lovestruck Beast,4,Main
40,James Diamond,Temur Adventures,6/3/2000,Beanstalk Giant,3,Main
40,James Diamond,Temur Adventures,6/3/2000,Mountain,2,Main
40,James Diamond,Temur Adventures,6/3/2000,Mystical Dispute,3,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,"Klothys, God of Destiny",2,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,Chainweb Aracnir,2,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,Soul Sear,2,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,"Obosh, the Preypiercer",1,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,Ox of Agonas,1,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,"Koma, Cosmos Serpent",2,Sideboard
40,James Diamond,Temur Adventures,6/3/2000,Miscast,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Blightstep Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Bonecrusher Giant,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Claim the Firstborn,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Fabled Passage,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Immersturm Predator,3,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,"Kroxa, Titan of Death's Hunger",2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Mountain,2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Island,1,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,The Akroan War,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Riverglide Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Miscast,1,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Village Rites,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Swamp,3,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Woe Strider,3,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Mire Triton,3,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Kazuul's Fury,1,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Temple of Deceit,2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,"Thassa, Deep-Dwelling",2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Clearwater Pathway,4,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Heartless Act,2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Bloodchief's Thirst,2,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,"Valki, God of Lies",1,Main
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Duress,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Skyclave Shade,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Ox of Agonas,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Negate,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Mystical Dispute,2,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,"Jegantha, the Wellspring",1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Roiling Vortex,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,"Kroxa, Titan of Death's Hunger",1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Disdainful Stroke,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Soul-Guide Lantern,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Agonizing Remorse,1,Sideboard
41,Francesco Saverio Caminada,Grixis Control,6/3/2000,Miscast,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Forest,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Swamp,3,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Island,3,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Negate,2,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Cultivate,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Temple of Mystery,1,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Mystical Dispute,3,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Fabled Passage,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Omen of the Sea,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Wolfwillow Haven,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Kiora Bests the Sea God,1,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Heartless Act,3,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Emergent Ultimatum,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Zagoth Triome,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Ketria Triome,1,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Clearwater Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Sea Gate Restoration,2,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Jwari Disruption,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Shadows' Verdict,3,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Barkchannel Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Blightstep Pathway,1,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Darkbore Pathway,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Binding the Old Gods,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,"Vorinclex, Monstrous Raider",1,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,"Valki, God of Lies",2,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Alrund's Epiphany,2,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Behold the Multiverse,4,Main
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Duress,3,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Negate,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Mystical Dispute,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Cling to Dust,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,"Polukranos, Unchained",2,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Heartless Act,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,"Yorion, Sky Nomad",1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Eliminate,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Mazemind Tome,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Shadows' Verdict,1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,"Koma, Cosmos Serpent",1,Sideboard
42,Luca Moretti,Sultai Ultimatum,6/3/2000,Crippling Fear,1,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Drannith Stinger,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Flourishing Fox,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Drannith Healer,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Valiant Rescuer,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Boon of the Wish-Giver,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Go for Blood,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Memory Leak,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Frostveil Ambush,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Startling Development,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Zenith Flare,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Improbable Alliance,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Brightclimb Pathway,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Raugrin Triome,3,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Needleverge Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Blightstep Pathway,1,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Clearwater Pathway,1,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Hengegate Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Riverglide Pathway,4,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Shredded Sails,2,Main
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Irencrag Pyromancer,4,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Redcap Melee,2,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Disdainful Stroke,3,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Lurrus of the Dream-Den,1,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Mystical Dispute,3,Sideboard
43,Piotr Wiktorzak,Jeskai Cycling,6/3/2000,Soul-Guide Lantern,2,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,"Valki, God of Lies",3,Main
44,Philip Mahr,Grixis Control,6/3/2000,Swamp,1,Main
44,Philip Mahr,Grixis Control,6/3/2000,Bonecrusher Giant,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Brazen Borrower,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Mountain,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Goldspan Dragon,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Eliminate,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Heartless Act,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Saw It Coming,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Behold the Multiverse,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Shark Typhoon,3,Main
44,Philip Mahr,Grixis Control,6/3/2000,Clearwater Pathway,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Riverglide Pathway,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Blightstep Pathway,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Temple of Deceit,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Temple of Epiphany,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Shatterskull Smashing,1,Main
44,Philip Mahr,Grixis Control,6/3/2000,Fae of Wishes,4,Main
44,Philip Mahr,Grixis Control,6/3/2000,Negate,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Island,2,Main
44,Philip Mahr,Grixis Control,6/3/2000,Eliminate,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Disdainful Stroke,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Mystical Dispute,3,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Extinction Event,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Shadows' Verdict,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Duress,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,"Ugin, the Spirit Dragon",1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Shark Typhoon,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,"Ashiok, Nightmare Muse",1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Negate,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Soul Shatter,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Redcap Melee,1,Sideboard
44,Philip Mahr,Grixis Control,6/3/2000,Shredded Sails,1,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Scourge of the Skyclaves,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Swamp,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Mountain,4,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Fling,2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Kazuul's Fury,2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Bonecrusher Giant,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,"Kroxa, Titan of Death's Hunger",3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Woe Strider,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Claim the Firstborn,4,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,The Akroan War,2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Agadeem's Awakening,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Shatterskull Smashing,4,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Blightstep Pathway,4,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Castle Locthwain,1,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Fabled Passage,4,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Village Rites,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Goldspan Dragon,2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Immersturm Predator,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Magmatic Channeler,3,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Heartless Act,2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,"Rankle, Master of Pranks",2,Main
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Skyclave Shade,3,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Duress,3,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,The Akroan War,2,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Shredded Sails,2,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Ox of Agonas,2,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Elspeth's Nightmare,2,Sideboard
45,Ruby Polanco,Rakdos Midrange,6/3/2000,Heartless Act,1,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Brazen Borrower,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Bonecrusher Giant,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Edgewall Innkeeper,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Ketria Triome,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Lovestruck Beast,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Barkchannel Pathway,3,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Kazandu Mammoth,2,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Goldspan Dragon,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Llanowar Visionary,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,The Great Henge,3,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Forest,3,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Mountain,2,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Island,3,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Riverglide Pathway,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Cragcrown Pathway,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Fabled Passage,2,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,"Koma, Cosmos Serpent",2,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Fire Prophecy,4,Main
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Negate,3,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Ox of Agonas,2,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Mystical Dispute,3,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,The Akroan War,4,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,Phoenix of Ash,2,Sideboard
46,Joel Enrique Arauz,Temur Adventures,6/3/2000,"Koma, Cosmos Serpent",1,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Doom Foretold,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Treacherous Blessing,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Elspeth's Nightmare,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Elspeth Conquers Death,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Omen of the Sea,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Dance of the Manse,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Brightclimb Pathway,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Clearwater Pathway,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,"Yorion, Sky Nomad",2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Emeria's Call,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Swamp,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Hengegate Pathway,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Omen of the Sun,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Plains,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Glass Casket,3,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Island,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Fabled Passage,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Heartless Act,4,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Gates of Istfell,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Extinction Event,3,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Negate,2,Main
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Disdainful Stroke,2,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Mystical Dispute,2,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Shark Typhoon,3,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Eliminate,2,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Tormod's Crypt,2,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Soul Shatter,2,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,Extinction Event,1,Sideboard
47,Leonardo Lima - HG Team,Esper Doom Foretold,6/3/2000,"Ashiok, Nightmare Muse",1,Sideboard
48,Skub,Mono-Red Aggro,6/3/2000,"Anax, Hardened in the Forge",4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Bonecrusher Giant,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Castle Embereth,2,Main
48,Skub,Mono-Red Aggro,6/3/2000,Embercleave,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Faceless Haven,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Fervent Champion,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Fireblade Charger,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Frost Bite,4,Main
48,Skub,Mono-Red Aggro,6/3/2000,Goldspan Dragon,1,Main
48,Skub,Mono-Red Aggro,6/3/2000,Phoenix of Ash,1,Main
48,Skub,Mono-Red Aggro,6/3/2000,Rimrock Knight,3,Main
48,Skub,Mono-Red Aggro,6/3/2000,Robber of the Rich,4,Main
48,Skub,Mono-Red Aggro,6/3/2000, Snow-Covered Mountain,19,Main
48,Skub,Mono-Red Aggro,6/3/2000,"Torbran, Thane of Red Fell",2,Main
